"index","year","day","hour"
1248,"2022","264","18"
1249,"2022","264","19"
1250,"2022","264","20"
1251,"2022","264","21"
1252,"2022","264","22"
1253,"2022","264","23"
1254,"2022","265","00"
1255,"2022","265","01"
1256,"2022","265","02"
1257,"2022","265","03"
1258,"2022","265","04"
1259,"2022","265","05"
1260,"2022","265","06"
1261,"2022","265","07"
1262,"2022","265","08"
1263,"2022","265","09"
1264,"2022","265","10"
1265,"2022","265","11"
1266,"2022","265","12"
1267,"2022","265","13"
1268,"2022","265","14"
1269,"2022","265","15"
1270,"2022","265","16"
1271,"2022","265","17"
1272,"2022","265","18"
1273,"2022","265","19"
1274,"2022","265","20"
1275,"2022","265","21"
1276,"2022","265","22"
1277,"2022","265","23"
1278,"2022","266","00"
1279,"2022","266","01"
1280,"2022","266","02"
1281,"2022","266","03"
1282,"2022","266","04"
1283,"2022","266","05"
1284,"2022","266","06"
1285,"2022","266","07"
1286,"2022","266","08"
1287,"2022","266","09"
1288,"2022","266","10"
1289,"2022","266","11"
1290,"2022","266","12"
1291,"2022","266","13"
1292,"2022","266","14"
1293,"2022","266","15"
1294,"2022","266","16"
1295,"2022","266","17"
1296,"2022","266","18"
1297,"2022","266","19"
1298,"2022","266","20"
1299,"2022","266","21"
1300,"2022","266","22"
1301,"2022","266","23"
1302,"2022","267","00"
1303,"2022","267","01"
1304,"2022","267","02"
1305,"2022","267","03"
1306,"2022","267","04"
1307,"2022","267","05"
1308,"2022","267","06"
1309,"2022","267","07"
1310,"2022","267","08"
1311,"2022","267","09"
1312,"2022","267","10"
1313,"2022","267","11"
1314,"2022","267","12"
1315,"2022","267","13"
1316,"2022","267","14"
1317,"2022","267","15"
1318,"2022","267","16"
1319,"2022","267","17"
1320,"2022","267","18"
1321,"2022","267","19"
1322,"2022","267","20"
1323,"2022","267","21"
1324,"2022","267","22"
1325,"2022","267","23"
1326,"2022","268","00"
1327,"2022","268","01"
1328,"2022","268","02"
1329,"2022","268","03"
1330,"2022","268","04"
1331,"2022","268","05"
1332,"2022","268","06"
1333,"2022","268","07"
1334,"2022","268","08"
1335,"2022","268","09"
1336,"2022","268","10"
1337,"2022","268","11"
1338,"2022","268","12"
1339,"2022","268","13"
1340,"2022","268","14"
1341,"2022","268","15"
1342,"2022","268","16"
1343,"2022","268","17"
1344,"2022","268","18"
1345,"2022","268","19"
1346,"2022","268","20"
1347,"2022","268","21"
1348,"2022","268","22"
1349,"2022","268","23"
1350,"2022","269","00"
1351,"2022","269","01"
1352,"2022","269","02"
1353,"2022","269","03"
1354,"2022","269","04"
1355,"2022","269","05"
1356,"2022","269","06"
1357,"2022","269","07"
1358,"2022","269","08"
1359,"2022","269","09"
1360,"2022","269","10"
1361,"2022","269","11"
1362,"2022","269","12"
1363,"2022","269","13"
1364,"2022","269","14"
1365,"2022","269","15"
1366,"2022","269","16"
1367,"2022","269","17"
1368,"2022","269","18"
1369,"2022","269","19"
1370,"2022","269","20"
1371,"2022","269","21"
1372,"2022","269","22"
1373,"2022","269","23"
1374,"2022","270","00"
1375,"2022","270","01"
1376,"2022","270","02"
1377,"2022","270","03"
1378,"2022","270","04"
1379,"2022","270","05"
1380,"2022","270","06"
1381,"2022","270","07"
1382,"2022","270","08"
1383,"2022","270","09"
1384,"2022","270","10"
1385,"2022","270","11"
1386,"2022","270","12"
1387,"2022","270","13"
1388,"2022","270","14"
1389,"2022","270","15"
1390,"2022","270","16"
1391,"2022","270","17"
1392,"2022","270","18"
1393,"2022","270","19"
1394,"2022","270","20"
1395,"2022","270","21"
1396,"2022","270","22"
1397,"2022","270","23"
1398,"2022","271","00"
1399,"2022","271","01"
1400,"2022","271","02"
1401,"2022","271","03"
1402,"2022","271","04"
1403,"2022","271","05"
1404,"2022","271","06"
1405,"2022","271","07"
1406,"2022","271","08"
1407,"2022","271","09"
1408,"2022","271","10"
1409,"2022","271","11"
1410,"2022","271","12"
1411,"2022","271","13"
1412,"2022","271","14"
1413,"2022","271","15"
1414,"2022","271","16"
1415,"2022","271","17"
1416,"2022","271","18"
1417,"2022","271","19"
1418,"2022","271","20"
1419,"2022","271","21"
1420,"2022","271","22"
1421,"2022","271","23"
1422,"2022","272","00"
1423,"2022","272","01"
1424,"2022","272","02"
1425,"2022","272","03"
1426,"2022","272","04"
1427,"2022","272","05"
1428,"2022","272","06"
1429,"2022","272","07"
1430,"2022","272","08"
1431,"2022","272","09"
1432,"2022","272","10"
1433,"2022","272","11"
1434,"2022","272","12"
1435,"2022","272","13"
1436,"2022","272","14"
1437,"2022","272","15"
1438,"2022","272","16"
1439,"2022","272","17"
1440,"2022","272","18"
1441,"2022","272","19"
1442,"2022","272","20"
1443,"2022","272","21"
1444,"2022","272","22"
1445,"2022","272","23"
1446,"2022","273","00"
1447,"2022","273","01"
1448,"2022","273","02"
1449,"2022","273","03"
1450,"2022","273","04"
1451,"2022","273","05"
1452,"2022","273","06"
1453,"2022","273","07"
1454,"2022","273","08"
1455,"2022","273","09"
1456,"2022","273","10"
1457,"2022","273","11"
1458,"2022","273","12"
1459,"2022","273","13"
1460,"2022","273","14"
1461,"2022","273","15"
1462,"2022","273","16"
1463,"2022","273","17"
1464,"2022","273","18"
1465,"2022","273","19"
1466,"2022","273","20"
1467,"2022","273","21"
1468,"2022","273","22"
1469,"2022","273","23"
1470,"2022","274","00"
1471,"2022","274","01"
1472,"2022","274","02"
1473,"2022","274","03"
1474,"2022","274","04"
1475,"2022","274","05"
1476,"2022","274","06"
1477,"2022","274","07"
1478,"2022","274","08"
1479,"2022","274","09"
1480,"2022","274","10"
1481,"2022","274","11"
1482,"2022","274","12"
1483,"2022","274","13"
1484,"2022","274","14"
1485,"2022","274","15"
1486,"2022","274","16"
1487,"2022","274","17"
1488,"2022","274","18"
1489,"2022","274","19"
1490,"2022","274","20"
1491,"2022","274","21"
1492,"2022","274","22"
1493,"2022","274","23"
1494,"2022","275","00"
1495,"2022","275","01"
1496,"2022","275","02"
1497,"2022","275","03"
1498,"2022","275","04"
1499,"2022","275","05"
1500,"2022","275","06"
1501,"2022","275","07"
1502,"2022","275","08"
1503,"2022","275","09"
1504,"2022","275","10"
1505,"2022","275","11"
1506,"2022","275","12"
1507,"2022","275","13"
1508,"2022","275","14"
1509,"2022","275","15"
1510,"2022","275","16"
1511,"2022","275","17"
1512,"2022","275","18"
1513,"2022","275","19"
1514,"2022","275","20"
1515,"2022","275","21"
1516,"2022","275","22"
1517,"2022","275","23"
1518,"2022","276","00"
1519,"2022","276","01"
1520,"2022","276","02"
1521,"2022","276","03"
1522,"2022","276","04"
1523,"2022","276","05"
1524,"2022","276","06"
1525,"2022","276","07"
1526,"2022","276","08"
1527,"2022","276","09"
1528,"2022","276","10"
1529,"2022","276","11"
1530,"2022","276","12"
1531,"2022","276","13"
1532,"2022","276","14"
1533,"2022","276","15"
1534,"2022","276","16"
1535,"2022","276","17"
1536,"2022","276","18"
1537,"2022","276","19"
1538,"2022","276","20"
1539,"2022","276","21"
1540,"2022","276","22"
1541,"2022","276","23"
1542,"2022","277","00"
1543,"2022","277","01"
1544,"2022","277","02"
1545,"2022","277","03"
1546,"2022","277","04"
1547,"2022","277","05"
1548,"2022","277","06"
1549,"2022","277","07"
1550,"2022","277","08"
1551,"2022","277","09"
1552,"2022","277","10"
1553,"2022","277","11"
1554,"2022","277","12"
1555,"2022","277","13"
1556,"2022","277","14"
1557,"2022","277","15"
1558,"2022","277","16"
1559,"2022","277","17"
1560,"2022","277","18"
1561,"2022","277","19"
1562,"2022","277","20"
1563,"2022","277","21"
1564,"2022","277","22"
1565,"2022","277","23"
1566,"2022","278","00"
1567,"2022","278","01"
1568,"2022","278","02"
1569,"2022","278","03"
1570,"2022","278","04"
1571,"2022","278","05"
1572,"2022","278","06"
1573,"2022","278","07"
1574,"2022","278","08"
1575,"2022","278","09"
1576,"2022","278","10"
1577,"2022","278","11"
1578,"2022","278","12"
1579,"2022","278","13"
1580,"2022","278","14"
1581,"2022","278","15"
1582,"2022","278","16"
1583,"2022","278","17"
1584,"2022","278","18"
1585,"2022","278","19"
1586,"2022","278","20"
1587,"2022","278","21"
1588,"2022","278","22"
1589,"2022","278","23"
1590,"2022","279","00"
1591,"2022","279","01"
1592,"2022","279","02"
1593,"2022","279","03"
1594,"2022","279","04"
1595,"2022","279","05"
1596,"2022","279","06"
1597,"2022","279","07"
1598,"2022","279","08"
1599,"2022","279","09"
1600,"2022","279","10"
1601,"2022","279","11"
1602,"2022","279","12"
1603,"2022","279","13"
1604,"2022","279","14"
1605,"2022","279","15"
1606,"2022","279","16"
1607,"2022","279","17"
1608,"2022","279","18"
1609,"2022","279","19"
1610,"2022","279","20"
1611,"2022","279","21"
1612,"2022","279","22"
1613,"2022","279","23"
1614,"2022","280","00"
1615,"2022","280","01"
1616,"2022","280","02"
1617,"2022","280","03"
1618,"2022","280","04"
1619,"2022","280","05"
1620,"2022","280","06"
1621,"2022","280","07"
1622,"2022","280","08"
1623,"2022","280","09"
1624,"2022","280","10"
1625,"2022","280","11"
1626,"2022","280","12"
1627,"2022","280","13"
1628,"2022","280","14"
1629,"2022","280","15"
1630,"2022","280","16"
1631,"2022","280","17"
1632,"2022","280","18"
1633,"2022","280","19"
1634,"2022","280","20"
1635,"2022","280","21"
1636,"2022","280","22"
1637,"2022","280","23"
1638,"2022","281","00"
1639,"2022","281","01"
1640,"2022","281","02"
1641,"2022","281","03"
1642,"2022","281","04"
1643,"2022","281","05"
1644,"2022","281","06"
1645,"2022","281","07"
1646,"2022","281","08"
1647,"2022","281","09"
1648,"2022","281","10"
1649,"2022","281","11"
1650,"2022","281","12"
1651,"2022","281","13"
1652,"2022","281","14"
1653,"2022","281","15"
1654,"2022","281","16"
1655,"2022","281","17"
1656,"2022","281","18"
1657,"2022","281","19"
1658,"2022","281","20"
1659,"2022","281","21"
1660,"2022","281","22"
1661,"2022","281","23"
1662,"2022","282","00"
1663,"2022","282","01"
1664,"2022","282","02"
1665,"2022","282","03"
1666,"2022","282","04"
1667,"2022","282","05"
1668,"2022","282","06"
1669,"2022","282","07"
1670,"2022","282","08"
1671,"2022","282","09"
1672,"2022","282","10"
1673,"2022","282","11"
1674,"2022","282","12"
1675,"2022","282","13"
1676,"2022","282","14"
1677,"2022","282","15"
1678,"2022","282","16"
1679,"2022","282","17"
1680,"2022","282","18"
1681,"2022","282","19"
1682,"2022","282","20"
1683,"2022","282","21"
1684,"2022","282","22"
1685,"2022","282","23"
1686,"2022","283","00"
1687,"2022","283","01"
1688,"2022","283","02"
1689,"2022","283","03"
1690,"2022","283","04"
1691,"2022","283","05"
1692,"2022","283","06"
1693,"2022","283","07"
1694,"2022","283","08"
1695,"2022","283","09"
1696,"2022","283","10"
1697,"2022","283","11"
1698,"2022","283","12"
1699,"2022","283","13"
1700,"2022","283","14"
1701,"2022","283","15"
1702,"2022","283","16"
1703,"2022","283","17"
1704,"2022","283","18"
1705,"2022","283","19"
1706,"2022","283","20"
1707,"2022","283","21"
1708,"2022","283","22"
1709,"2022","283","23"
1710,"2022","284","00"
1711,"2022","284","01"
1712,"2022","284","02"
1713,"2022","284","03"
1714,"2022","284","04"
1715,"2022","284","05"
1716,"2022","284","06"
1717,"2022","284","07"
1718,"2022","284","08"
1719,"2022","284","09"
1720,"2022","284","10"
1721,"2022","284","11"
1722,"2022","284","12"
1723,"2022","284","13"
1724,"2022","286","16"
1725,"2022","286","17"
1726,"2022","286","18"
1727,"2022","286","19"
1728,"2022","286","20"
1729,"2022","286","21"
1730,"2022","286","22"
1731,"2022","286","23"
1732,"2022","287","00"
1733,"2022","287","01"
1734,"2022","287","02"
1735,"2022","287","03"
1736,"2022","287","04"
1737,"2022","287","05"
1738,"2022","287","06"
1739,"2022","287","07"
1740,"2022","287","08"
1741,"2022","287","09"
1742,"2022","287","10"
1743,"2022","287","11"
1744,"2022","287","12"
1745,"2022","287","13"
1746,"2022","287","14"
1747,"2022","287","15"
1748,"2022","287","16"
1749,"2022","287","17"
1750,"2022","287","18"
1751,"2022","287","19"
1752,"2022","287","20"
1753,"2022","287","21"
1754,"2022","287","22"
1755,"2022","287","23"
1756,"2022","288","00"
1757,"2022","288","01"
1758,"2022","288","02"
1759,"2022","288","03"
1760,"2022","288","04"
1761,"2022","288","05"
1762,"2022","288","06"
1763,"2022","288","07"
1764,"2022","288","08"
1765,"2022","288","09"
1766,"2022","288","10"
1767,"2022","288","11"
1768,"2022","288","12"
1769,"2022","288","13"
1770,"2022","288","14"
1771,"2022","288","15"
1772,"2022","288","16"
1773,"2022","288","17"
1774,"2022","288","18"
1775,"2022","288","19"
1776,"2022","288","20"
1777,"2022","288","21"
1778,"2022","288","22"
1779,"2022","288","23"
1780,"2022","289","00"
1781,"2022","289","01"
1782,"2022","289","02"
1783,"2022","289","03"
1784,"2022","289","04"
1785,"2022","289","05"
1786,"2022","289","06"
1787,"2022","289","07"
1788,"2022","289","08"
1789,"2022","289","09"
1790,"2022","289","10"
1791,"2022","289","11"
1792,"2022","289","12"
1793,"2022","289","13"
1794,"2022","289","14"
1795,"2022","289","15"
1796,"2022","289","16"
1797,"2022","289","17"
1798,"2022","289","18"
1799,"2022","289","19"
1800,"2022","289","20"
1801,"2022","289","21"
1802,"2022","289","22"
1803,"2022","289","23"
1804,"2022","290","00"
1805,"2022","290","01"
1806,"2022","290","02"
1807,"2022","290","03"
1808,"2022","290","04"
1809,"2022","290","05"
1810,"2022","290","06"
1811,"2022","290","07"
1812,"2022","290","08"
1813,"2022","290","09"
1814,"2022","290","10"
1815,"2022","290","11"
1816,"2022","290","12"
1817,"2022","290","13"
1818,"2022","290","14"
1819,"2022","290","15"
1820,"2022","290","16"
1821,"2022","290","17"
1822,"2022","290","18"
1823,"2022","290","19"
1824,"2022","290","20"
1825,"2022","290","21"
1826,"2022","290","22"
1827,"2022","290","23"
1828,"2022","291","00"
1829,"2022","291","01"
1830,"2022","291","02"
1831,"2022","291","03"
1832,"2022","291","04"
1833,"2022","291","05"
1834,"2022","291","06"
1835,"2022","291","07"
1836,"2022","291","08"
1837,"2022","291","09"
1838,"2022","291","10"
1839,"2022","291","11"
1840,"2022","291","12"
1841,"2022","291","13"
1842,"2022","291","14"
1843,"2022","291","15"
1844,"2022","291","16"
1845,"2022","291","17"
1846,"2022","291","18"
1847,"2022","291","19"
1848,"2022","291","20"
1849,"2022","291","21"
1850,"2022","291","22"
1851,"2022","291","23"
1852,"2022","292","00"
1853,"2022","292","01"
1854,"2022","292","02"
1855,"2022","292","03"
1856,"2022","292","04"
1857,"2022","292","05"
1858,"2022","292","06"
1859,"2022","292","07"
1860,"2022","292","08"
1861,"2022","292","09"
1862,"2022","292","10"
1863,"2022","292","11"
1864,"2022","292","12"
1865,"2022","292","13"
1866,"2022","292","14"
1867,"2022","292","15"
1868,"2022","292","16"
1869,"2022","292","17"
1870,"2022","292","18"
1871,"2022","292","19"
1872,"2022","292","20"
1873,"2022","292","21"
1874,"2022","292","22"
1875,"2022","292","23"
1876,"2022","293","00"
1877,"2022","293","01"
1878,"2022","293","02"
1879,"2022","293","03"
1880,"2022","293","04"
1881,"2022","293","05"
1882,"2022","293","06"
1883,"2022","293","07"
1884,"2022","293","08"
1885,"2022","293","09"
1886,"2022","293","10"
1887,"2022","293","11"
1888,"2022","293","12"
1889,"2022","293","13"
1890,"2022","293","14"
1891,"2022","293","15"
1892,"2022","293","16"
1893,"2022","293","17"
1894,"2022","293","18"
1895,"2022","293","19"
1896,"2022","293","20"
1897,"2022","293","21"
1898,"2022","293","22"
1899,"2022","293","23"
1900,"2022","294","00"
1901,"2022","294","01"
1902,"2022","294","02"
1903,"2022","294","03"
1904,"2022","294","04"
1905,"2022","294","05"
1906,"2022","294","06"
1907,"2022","294","07"
1908,"2022","294","08"
1909,"2022","294","09"
1910,"2022","294","10"
1911,"2022","294","11"
1912,"2022","294","12"
1913,"2022","294","13"
1914,"2022","294","14"
1915,"2022","294","15"
1916,"2022","294","16"
1917,"2022","294","17"
1918,"2022","294","18"
1919,"2022","294","19"
1920,"2022","294","20"
1921,"2022","294","21"
1922,"2022","294","22"
1923,"2022","294","23"
1924,"2022","295","00"
1925,"2022","295","01"
1926,"2022","295","02"
1927,"2022","295","03"
1928,"2022","295","04"
1929,"2022","295","05"
1930,"2022","295","06"
1931,"2022","295","07"
1932,"2022","295","08"
1933,"2022","295","09"
1934,"2022","295","10"
1935,"2022","295","11"
1936,"2022","295","12"
1937,"2022","295","13"
1938,"2022","295","14"
1939,"2022","295","15"
1940,"2022","295","16"
1941,"2022","295","17"
1942,"2022","295","18"
1943,"2022","295","19"
1944,"2022","295","20"
1945,"2022","295","21"
1946,"2022","295","22"
1947,"2022","295","23"
1948,"2022","296","00"
1949,"2022","296","01"
1950,"2022","296","02"
1951,"2022","296","03"
1952,"2022","296","04"
1953,"2022","296","05"
1954,"2022","296","06"
1955,"2022","296","07"
1956,"2022","296","08"
1957,"2022","296","09"
1958,"2022","296","10"
1959,"2022","296","11"
1960,"2022","296","12"
1961,"2022","296","13"
1962,"2022","296","14"
1963,"2022","296","15"
1964,"2022","296","16"
1965,"2022","296","17"
1966,"2022","296","18"
1967,"2022","296","19"
1968,"2022","296","20"
1969,"2022","296","21"
1970,"2022","296","22"
1971,"2022","296","23"
1972,"2022","297","00"
1973,"2022","297","01"
1974,"2022","297","02"
1975,"2022","297","03"
1976,"2022","297","04"
1977,"2022","297","05"
1978,"2022","297","06"
1979,"2022","297","07"
1980,"2022","297","08"
1981,"2022","297","09"
1982,"2022","297","10"
1983,"2022","297","11"
1984,"2022","297","12"
1985,"2022","297","13"
1986,"2022","297","14"
1987,"2022","297","15"
1988,"2022","297","16"
1989,"2022","297","17"
1990,"2022","297","18"
1991,"2022","297","19"
1992,"2022","297","20"
1993,"2022","297","21"
1994,"2022","297","22"
1995,"2022","297","23"
1996,"2022","298","00"
1997,"2022","298","01"
1998,"2022","298","02"
1999,"2022","298","03"
2000,"2022","298","04"
2001,"2022","298","05"
2002,"2022","298","06"
2003,"2022","298","07"
2004,"2022","298","08"
2005,"2022","298","09"
2006,"2022","298","10"
2007,"2022","298","11"
2008,"2022","298","12"
2009,"2022","298","13"
2010,"2022","298","14"
2011,"2022","298","15"
2012,"2022","298","16"
2013,"2022","298","17"
2014,"2022","298","18"
2015,"2022","298","19"
2016,"2022","298","20"
2017,"2022","298","21"
2018,"2022","298","22"
2019,"2022","298","23"
2020,"2022","299","00"
2021,"2022","299","01"
2022,"2022","299","02"
2023,"2022","299","03"
2024,"2022","299","04"
2025,"2022","299","05"
2026,"2022","299","06"
2027,"2022","299","07"
2028,"2022","299","08"
2029,"2022","299","09"
2030,"2022","299","10"
2031,"2022","299","11"
2032,"2022","299","12"
2033,"2022","299","13"
2034,"2022","299","14"
2035,"2022","299","15"
2036,"2022","299","16"
2037,"2022","299","17"
2038,"2022","299","18"
2039,"2022","299","19"
2040,"2022","299","20"
2041,"2022","299","21"
2042,"2022","299","22"
2043,"2022","299","23"
2044,"2022","300","00"
2045,"2022","300","01"
2046,"2022","300","02"
2047,"2022","300","03"
2048,"2022","300","04"
2049,"2022","300","05"
2050,"2022","300","06"
2051,"2022","300","07"
2052,"2022","300","08"
2053,"2022","300","09"
2054,"2022","300","10"
2055,"2022","300","11"
2056,"2022","300","12"
2057,"2022","300","13"
2058,"2022","300","14"
2059,"2022","300","15"
2060,"2022","300","16"
2061,"2022","300","17"
2062,"2022","300","18"
2063,"2022","300","19"
2064,"2022","300","20"
2065,"2022","300","21"
2066,"2022","300","22"
2067,"2022","300","23"
2068,"2022","301","00"
2069,"2022","301","01"
2070,"2022","301","02"
2071,"2022","301","03"
2072,"2022","301","04"
2073,"2022","301","05"
2074,"2022","301","06"
2075,"2022","301","07"
2076,"2022","301","08"
2077,"2022","301","09"
2078,"2022","301","10"
2079,"2022","301","11"
2080,"2022","301","12"
2081,"2022","301","13"
2082,"2022","301","14"
2083,"2022","301","15"
2084,"2022","301","16"
2085,"2022","301","17"
2086,"2022","301","18"
2087,"2022","301","19"
2088,"2022","301","20"
2089,"2022","301","21"
2090,"2022","301","22"
2091,"2022","301","23"
2092,"2022","302","00"
2093,"2022","302","01"
2094,"2022","302","02"
2095,"2022","302","03"
2096,"2022","302","04"
2097,"2022","302","05"
2098,"2022","302","06"
2099,"2022","302","07"
2100,"2022","302","08"
2101,"2022","302","09"
2102,"2022","302","10"
2103,"2022","302","11"
2104,"2022","302","12"
2105,"2022","302","13"
2106,"2022","302","14"
2107,"2022","302","15"
2108,"2022","302","16"
2109,"2022","302","17"
2110,"2022","302","18"
2111,"2022","302","19"
2112,"2022","302","20"
2113,"2022","302","21"
2114,"2022","302","22"
2115,"2022","302","23"
2116,"2022","303","00"
2117,"2022","303","01"
2118,"2022","303","02"
2119,"2022","303","03"
2120,"2022","303","04"
2121,"2022","303","05"
2122,"2022","303","06"
2123,"2022","303","07"
2124,"2022","303","08"
2125,"2022","303","09"
2126,"2022","303","10"
2127,"2022","303","11"
2128,"2022","303","12"
2129,"2022","303","13"
2130,"2022","303","14"
2131,"2022","303","15"
2132,"2022","303","16"
2133,"2022","303","17"
2134,"2022","303","18"
2135,"2022","303","19"
2136,"2022","303","20"
2137,"2022","303","21"
2138,"2022","303","22"
2139,"2022","303","23"
2140,"2022","304","00"
2141,"2022","304","01"
2142,"2022","304","02"
2143,"2022","304","03"
2144,"2022","304","04"
2145,"2022","304","05"
2146,"2022","304","06"
2147,"2022","304","07"
2148,"2022","304","08"
2149,"2022","304","09"
2150,"2022","304","10"
2151,"2022","304","11"
2152,"2022","304","12"
2153,"2022","304","13"
2154,"2022","304","14"
2155,"2022","304","15"
2156,"2022","304","16"
2157,"2022","304","17"
2158,"2022","304","18"
2159,"2022","304","19"
2160,"2022","304","20"
2161,"2022","304","21"
2162,"2022","304","22"
2163,"2022","304","23"
2164,"2022","305","00"
2165,"2022","305","01"
2166,"2022","305","02"
2167,"2022","305","03"
2168,"2022","305","04"
2169,"2022","305","05"
2170,"2022","305","06"
2171,"2022","305","07"
2172,"2022","305","08"
2173,"2022","305","09"
2174,"2022","305","10"
2175,"2022","305","11"
2176,"2022","305","12"
2177,"2022","305","13"
2178,"2022","305","14"
2179,"2022","305","15"
2180,"2022","305","16"
2181,"2022","305","17"
2182,"2022","305","18"
2183,"2022","305","19"
2184,"2022","305","20"
2185,"2022","305","21"
2186,"2022","305","22"
2187,"2022","305","23"
2188,"2022","306","00"
2189,"2022","306","01"
2190,"2022","306","02"
2191,"2022","306","03"
2192,"2022","306","04"
2193,"2022","306","05"
2194,"2022","306","06"
2195,"2022","306","07"
2196,"2022","306","08"
2197,"2022","306","09"
2198,"2022","306","10"
2199,"2022","306","11"
2200,"2022","306","12"
2201,"2022","306","13"
2202,"2022","306","14"
2203,"2022","306","15"
2204,"2022","306","16"
2205,"2022","306","17"
2206,"2022","306","18"
2207,"2022","306","19"
2208,"2022","306","20"
2209,"2022","306","21"
2210,"2022","306","22"
2211,"2022","306","23"
2212,"2022","307","00"
2213,"2022","307","01"
2214,"2022","307","02"
2215,"2022","307","03"
2216,"2022","307","04"
2217,"2022","307","05"
2218,"2022","307","06"
2219,"2022","307","07"
2220,"2022","307","08"
2221,"2022","307","09"
2222,"2022","307","10"
2223,"2022","307","11"
2224,"2022","307","12"
2225,"2022","307","13"
2226,"2022","307","14"
2227,"2022","307","15"
2228,"2022","307","16"
2229,"2022","307","17"
2230,"2022","307","18"
2231,"2022","307","19"
2232,"2022","307","20"
2233,"2022","307","21"
2234,"2022","307","22"
2235,"2022","307","23"
2236,"2022","308","00"
2237,"2022","308","01"
2238,"2022","308","02"
2239,"2022","308","03"
2240,"2022","308","04"
2241,"2022","308","05"
2242,"2022","308","06"
2243,"2022","308","07"
2244,"2022","308","08"
2245,"2022","308","09"
2246,"2022","308","10"
2247,"2022","308","11"
2248,"2022","308","12"
2249,"2022","308","13"
2250,"2022","308","14"
2251,"2022","308","15"
2252,"2022","308","16"
2253,"2022","308","17"
2254,"2022","308","18"
2255,"2022","308","19"
2256,"2022","308","20"
2257,"2022","308","21"
2258,"2022","308","22"
2259,"2022","308","23"
2260,"2022","309","00"
2261,"2022","309","01"
2262,"2022","309","02"
2263,"2022","309","03"
2264,"2022","309","04"
2265,"2022","309","05"
2266,"2022","309","06"
2267,"2022","309","07"
2268,"2022","309","08"
2269,"2022","309","09"
2270,"2022","309","10"
2271,"2022","309","11"
2272,"2022","309","12"
2273,"2022","309","13"
2274,"2022","309","14"
2275,"2022","309","15"
2276,"2022","309","16"
2277,"2022","309","17"
2278,"2022","309","18"
2279,"2022","309","19"
2280,"2022","309","20"
2281,"2022","309","21"
2282,"2022","309","22"
2283,"2022","309","23"
2284,"2022","310","00"
2285,"2022","310","01"
2286,"2022","310","02"
2287,"2022","310","03"
2288,"2022","310","04"
2289,"2022","310","05"
2290,"2022","310","06"
2291,"2022","310","07"
2292,"2022","310","08"
2293,"2022","310","09"
2294,"2022","310","10"
2295,"2022","310","11"
2296,"2022","310","12"
2297,"2022","310","13"
2298,"2022","310","14"
2299,"2022","310","15"
2300,"2022","310","16"
2301,"2022","310","17"
2302,"2022","310","18"
2303,"2022","310","19"
2304,"2022","310","20"
2305,"2022","310","21"
2306,"2022","310","22"
2307,"2022","310","23"
2308,"2022","311","00"
2309,"2022","311","01"
2310,"2022","311","02"
2311,"2022","311","03"
2312,"2022","311","04"
2313,"2022","311","05"
2314,"2022","311","06"
2315,"2022","311","07"
2316,"2022","311","08"
2317,"2022","311","09"
2318,"2022","311","10"
2319,"2022","311","11"
2320,"2022","311","12"
2321,"2022","311","13"
2322,"2022","311","14"
2323,"2022","311","15"
2324,"2022","311","16"
2325,"2022","311","17"
2326,"2022","311","18"
2327,"2022","311","19"
2328,"2022","312","01"
2329,"2022","312","02"
2330,"2022","312","03"
2331,"2022","312","04"
2332,"2022","312","05"
2333,"2022","312","06"
2334,"2022","312","07"
2335,"2022","312","08"
2336,"2022","312","09"
2337,"2022","312","10"
2338,"2022","312","11"
2339,"2022","312","12"
2340,"2022","312","13"
2341,"2022","312","14"
2342,"2022","312","15"
2343,"2022","312","16"
2344,"2022","312","17"
2345,"2022","312","18"
2346,"2022","312","19"
2347,"2022","312","20"
2348,"2022","312","21"
2349,"2022","312","22"
2350,"2022","312","23"
2351,"2022","313","00"
2352,"2022","313","01"
2353,"2022","313","02"
2354,"2022","313","03"
2355,"2022","313","04"
2356,"2022","313","05"
2357,"2022","313","06"
2358,"2022","313","07"
2359,"2022","313","08"
2360,"2022","313","09"
2361,"2022","313","10"
2362,"2022","313","11"
2363,"2022","313","12"
2364,"2022","313","13"
2365,"2022","313","14"
2366,"2022","313","15"
2367,"2022","313","16"
2368,"2022","313","17"
2369,"2022","313","18"
2370,"2022","313","19"
2371,"2022","313","20"
2372,"2022","313","21"
2373,"2022","313","22"
2374,"2022","313","23"
2375,"2022","314","00"
2376,"2022","314","01"
2377,"2022","314","02"
2378,"2022","314","03"
2379,"2022","314","04"
2380,"2022","314","05"
2381,"2022","314","06"
2382,"2022","314","07"
2383,"2022","314","08"
2384,"2022","314","09"
2385,"2022","314","10"
2386,"2022","314","11"
2387,"2022","314","12"
2388,"2022","314","13"
2389,"2022","314","14"
2390,"2022","314","15"
2391,"2022","314","16"
2392,"2022","314","17"
2393,"2022","314","18"
2394,"2022","314","19"
2395,"2022","314","20"
2396,"2022","314","21"
2397,"2022","314","22"
2398,"2022","314","23"
2399,"2022","315","00"
2400,"2022","315","01"
2401,"2022","315","02"
2402,"2022","315","03"
2403,"2022","315","04"
2404,"2022","315","05"
2405,"2022","315","06"
2406,"2022","315","07"
2407,"2022","315","08"
2408,"2022","315","09"
2409,"2022","315","10"
2410,"2022","315","11"
2411,"2022","315","12"
2412,"2022","315","13"
